"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Investor owned utility","Avista Energy","1990","       0.000000","      14.310562","       0.088855","       0.077131","       0.018470","       8.875343","       0.000000","      23.370361"
"Investor owned utility","Bear Valley Electric Service","1990","       0.075805","      34.275928","       3.007874","       0.000000","       0.000000","      52.580684","       0.226513","      90.166804"
"Investor owned utility","Bear Valley Electric Service","1991","       0.000000","      15.863337","       2.414612","       0.000000","       0.000000","      51.900996","       0.273375","      70.452320"
"Investor owned utility","Bear Valley Electric Service","1992","       0.000000","      16.074285","       2.822030","       0.000000","       0.000000","      54.833849","       0.266553","      73.996717"
"Investor owned utility","Bear Valley Electric Service","1993","       0.000000","      17.155624","       3.938751","       0.000000","       0.000000","      54.368234","       0.250121","      75.712730"
"Investor owned utility","Bear Valley Electric Service","1994","       0.000000","      16.380289","       3.189661","       0.000000","       0.000000","      58.127716","       0.232099","      77.929765"
"Investor owned utility","Bear Valley Electric Service","1995","       0.000000","      14.739374","       4.046613","       0.000000","       0.000000","      59.121844","       0.219650","      78.127481"
"Investor owned utility","Bear Valley Electric Service","1996","       0.000000","      20.477228","       3.538846","       0.000000","       0.000000","      60.649787","       0.220296","      84.886157"
"Investor owned utility","Bear Valley Electric Service","1997","       0.000000","      16.433449","       3.085576","       0.000000","       0.000000","      61.201294","       0.220147","      80.940466"
"Investor owned utility","Bear Valley Electric Service","1998","       0.000000","      18.439274","       3.944383","       0.000000","       0.000000","      64.921510","       0.221149","      87.526316"
"Investor owned utility","Bear Valley Electric Service","1999","       0.000000","      20.672400","       3.306896","       0.000000","       0.000000","      64.886006","       0.224102","      89.089404"
"Investor owned utility","Bear Valley Electric Service","2000","       0.000000","      22.510000","       3.790000","       0.000000","       0.000000","      69.310000","       0.220000","      95.830000"
"Investor owned utility","Bear Valley Electric Service","2001","       0.000000","      18.570000","       3.360000","       0.000000","       0.000000","      66.510000","       0.220000","      88.660000"
"Investor owned utility","Bear Valley Electric Service","2002","       0.000000","      18.690000","       2.190000","       0.000000","       0.000000","      69.910000","       0.210000","      91.000000"
"Investor owned utility","Bear Valley Electric Service","2003","       0.000000","      23.370000","       1.510000","       0.000000","       0.000000","      69.490000","       0.210000","      94.580000"
"Investor owned utility","Bear Valley Electric Service","2004","       0.000000","      56.620000","       7.060000","       0.000000","       0.000000","      74.150000","       0.210000","     138.040000"
"Investor owned utility","Bear Valley Electric Service","2005","       0.000000","      48.420000","       9.870000","       0.000000","       0.000000","      76.850000","       0.210000","     135.350000"
"Investor owned utility","Bear Valley Electric Service","2006","       0.000000","      73.610000","       9.590000","       0.000000","       0.000000","      61.630000","       0.190000","     145.020000"
"Investor owned utility                            ","Bear Valley Electric Service                                                                        ","2007","       0.000000","      56.418543","       6.150593","       0.000000","       0.000000","      77.872116","       0.179388","     140.620640"
"Investor owned utility                            ","Bear Valley Electric Service                                                                        ","2008","       1.555940","      57.306666","       0.000000","       0.000000","       0.000000","      79.506559","       0.178992","     138.548157"
"Investor owned utility","Bear Valley Electric Service                                                                        ","2009","       0.191223","      61.869569","       0.000000","       0.000000","       0.000000","      77.065405","       0.180902","     139.307099"
"Investor owned utility","Mountain Utilities","2004","       0.000000","       2.670000","       1.600000","       0.000000","       0.000000","       2.250000","       0.000000","       6.520000"
"Investor owned utility","Mountain Utilities","2005","       0.000000","       2.660000","       1.900000","       0.000000","       0.000000","       1.350000","       0.000000","       5.910000"
"Investor owned utility","Mountain Utilities","2006","       0.000000","       2.600000","       1.850000","       0.000000","       0.000000","       2.450000","       0.000000","       6.900000"
"Investor owned utility                            ","Mountain Utilities                                                                                  ","2007","       0.000000","       0.000000","       5.304613","       0.000000","       0.000000","       2.680476","       0.000000","       7.985089"
"Investor owned utility                            ","Mountain Utilities                                                                                  ","2008","       0.000000","       0.000000","       4.158187","       0.000000","       0.000000","       2.094789","       0.000000","       6.252976"
"Investor owned utility","Mountain Utilities","2009","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       6.017419","       0.000000","       6.017419"
"Investor owned utility","Pacific Gas and Electric Company","1990","    4696.135812","   21390.899562","    3266.203894","   14849.720939","    1947.607861","   23475.177574","     410.580808","   70036.326450"
"Investor owned utility","Pacific Gas and Electric Company","1991","    4718.929184","   21763.607091","    3348.492034","   14470.188049","    1954.257282","   23807.321783","     420.591740","   70483.387163"
"Investor owned utility","Pacific Gas and Electric Company","1992","    4674.211666","   22473.665673","    3367.334158","   14286.859490","    1913.496627","   23918.937360","     413.000359","   71047.505333"
"Investor owned utility","Pacific Gas and Electric Company","1993","    3659.042756","   22762.469098","    3472.866115","   13774.406607","    1836.312283","   24289.431359","     421.000018","   70215.528236"
"Investor owned utility","Pacific Gas and Electric Company","1994","    4276.842505","   22674.090390","    3346.022269","   13745.171021","    1573.276285","   24489.773252","     414.510015","   70519.685737"
"Investor owned utility","Pacific Gas and Electric Company","1995","    3360.255601","   23349.384396","    3496.658232","   14790.181372","    1327.883266","   24564.749208","     437.244707","   71326.356782"
"Investor owned utility","Pacific Gas and Electric Company","1996","    3562.882147","   24101.117204","    3533.369215","   13706.715312","    1352.391839","   25457.894352","     455.772844","   72170.142913"
"Investor owned utility","Pacific Gas and Electric Company","1997","    3792.868511","   25570.274911","    3450.461057","   14598.270824","    1384.918607","   25946.250583","     473.799342","   75216.843835"
"Investor owned utility","Pacific Gas and Electric Company","1998","    3035.937481","   25565.304588","    3379.048910","   14231.644694","    1210.401447","   26846.394836","     530.263778","   74798.995734"
"Investor owned utility","Pacific Gas and Electric Company","1999","    3796.922145","   27619.312145","    3734.815630","   14326.288297","    1321.953035","   27739.242140","     424.749589","   78963.282981"
"Investor owned utility","Pacific Gas and Electric Company","2000","    3695.290000","   28861.470000","    3948.530000","   14530.150000","    1324.120000","   28810.150000","     474.220000","   81643.930000"
"Investor owned utility","Pacific Gas and Electric Company","2001","    4093.345120","   27790.975122","    3332.091316","   12697.916296","    1282.580733","   26779.530220","     428.203971","   76404.642778"
"Investor owned utility","Pacific Gas and Electric Company","2002","    4015.990000","   28141.524657","    3639.313996","   11909.269439","    1114.570000","   27546.796550","     428.182427","   76795.647069"
"Investor owned utility","Pacific Gas and Electric Company","2003","    3838.665346","   29131.620953","    3675.530000","   11564.929223","    1262.490000","   28766.585470","     449.460000","   78689.280992"
"Investor owned utility","Pacific Gas and Electric Company","2004","    4182.170000","   29910.260000","    3869.770010","   11850.325246","    1350.740000","   29451.810000","     424.560000","   81039.635256"
"Investor owned utility","Pacific Gas and Electric Company","2005","    3684.500000","   29824.800000","    3971.710001","   12399.576980","    1652.159000","   29752.486000","     433.180000","   81718.411981"
"Investor owned utility","Pacific Gas and Electric Company","2006","    4029.580000","   30642.666225","    4098.340000","   12313.866251","    1863.310000","   30822.780000","     443.740000","   84214.282476"
"Investor owned utility","Pacific Gas and Electric Company                  ","2007","    5240.695000","   31458.951579","    4335.762651","   11933.823183","    2099.845020","   30797.140063","     447.085000","   86313.302496"
"Investor owned utility                            ","Pacific Gas and Electric Company                                                                    ","2008","    5685.737000","   31579.782048","    4697.334408","   11816.004542","    2158.907000","   31727.296000","     458.769000","   88123.829998"
"Investor owned utility","Pacific Gas and Electric Company                                                                    ","2009","    5820.641000","   30596.610538","    4431.286501","   10629.272959","    2149.269000","   31535.580000","     462.519000","   85625.178998"
"Investor owned utility","Pacificorp","1990","     136.260842","     169.881715","      17.510567","      97.372888","       2.445138","     311.288553","       2.195453","     736.955156"
"Investor owned utility","Pacificorp","1991","      95.051996","     184.092527","      18.307174","      88.599762","       3.183086","     350.493310","       2.285430","     742.013285"
"Investor owned utility","Pacificorp","1992","      97.407962","     187.014145","      16.916461","      77.535789","       2.992616","     360.181797","       3.382193","     745.430963"
"Investor owned utility","Pacificorp","1993","      86.599508","     193.296856","      16.696083","      85.339933","       3.239769","     361.673948","       2.763860","     749.609957"
"Investor owned utility","Pacificorp","1994","      58.149791","     198.781446","      16.579041","      84.795676","       3.017819","     361.833611","       2.376525","     725.533909"
"Investor owned utility","Pacificorp","1995","      95.427030","     193.088211","      16.495361","      82.070416","       2.950811","     345.315855","       2.634035","     737.981719"
"Investor owned utility","Pacificorp","1996","     103.048982","     201.335195","      16.755833","      85.656217","       3.187147","     466.606460","       0.974667","     877.564501"
"Investor owned utility","Pacificorp","1997","      86.912345","     196.350414","      16.335805","      84.420639","       3.044227","     368.264733","       0.361243","     755.689406"
"Investor owned utility","Pacificorp","1998","      66.278596","     200.938228","      18.355643","      78.239366","       2.946778","     365.818698","       0.387444","     732.964753"
"Investor owned utility","Pacificorp","1999","      85.165595","     199.601411","      16.868875","      71.223389","       2.896938","     389.919739","       0.407431","     766.083378"
"Investor owned utility","Pacificorp","2000","      84.970000","     210.790000","      17.501074","      72.977266","       3.110000","     385.940000","       0.390000","     775.678340"
"Investor owned utility","Pacificorp","2001","      93.430000","     211.280000","      17.281028","      66.600555","       2.080000","     359.630000","       2.780000","     753.081583"
"Investor owned utility","Pacificorp","2002","     140.530000","     269.580000","      23.051037","      73.089332","       3.430000","     376.110000","       4.090000","     889.880369"
"Investor owned utility","Pacificorp","2003","     121.360000","     218.900000","      17.576304","      68.159453","       1.970000","     376.730000","       2.820000","     807.515757"
"Investor owned utility","Pacificorp","2004","      80.140000","     259.820000","      20.375300","      85.535712","       2.960000","     383.410000","       2.840000","     835.081012"
"Investor owned utility","Pacificorp","2005","     104.351000","     230.150000","      14.850000","      85.856323","       2.960000","     393.820000","       2.870000","     834.857323"
"Investor owned utility","Pacificorp","2006","     103.693000","     243.710000","      19.020000","      75.570000","       3.540000","     401.990000","       2.920000","     850.443000"
"Investor owned utility                            ","Pacificorp                                                                                          ","2007","      84.983000","     240.794789","      18.330825","      85.556186","       3.500196","     409.358998","       2.913000","     845.436994"
"Investor owned utility                            ","Pacificorp                                                                                          ","2008","      85.696722","     233.840129","      21.162234","      78.302840","       2.332543","     416.692774","       4.502632","     842.529874"
"Investor owned utility","Pacificorp                                                                                          ","2009","      90.720761","     240.484822","      25.999956","      59.166740","       2.354379","     411.036202","       3.686987","     833.449847"
"Investor owned utility","San Diego Gas and Electric Company","1990","     239.194570","    5663.477960","    1283.748493","    1423.881248","     292.177206","    5420.990104","      73.430699","   14396.900280"
"Investor owned utility","San Diego Gas and Electric Company","1991","     206.348857","    5536.230455","    1372.876424","    1405.909854","     315.768865","    5332.517618","      75.875295","   14245.527368"
"Investor owned utility","San Diego Gas and Electric Company","1992","     194.519617","    6112.257978","    1403.721614","    1455.816771","     332.465484","    5608.749782","      76.396762","   15183.928008"
"Investor owned utility","San Diego Gas and Electric Company","1993","     211.214784","    6107.085112","    1433.334698","    1462.708076","     272.087711","    5548.852811","      76.989475","   15112.272667"
"Investor owned utility","San Diego Gas and Electric Company","1994","     231.830548","    6200.513261","    1450.209243","    1440.779500","     229.377204","    5728.730263","      78.657230","   15360.097249"
"Investor owned utility","San Diego Gas and Electric Company","1995","     227.730675","    6354.145876","    1452.795756","    1413.920372","     245.711061","    5733.658490","      80.658864","   15508.621094"
"Investor owned utility","San Diego Gas and Electric Company","1996","     250.545169","    6700.731381","    1412.115283","    1399.743281","     247.810391","    5934.172826","      82.310514","   16027.428845"
"Investor owned utility","San Diego Gas and Electric Company","1997","      83.530528","    7234.203065","    1555.796045","    1521.502612","      76.901987","    6122.386619","      83.368230","   16677.689086"
"Investor owned utility","San Diego Gas and Electric Company","1998","     216.147256","    7211.834751","    1533.058519","    1657.987634","     216.776535","    6318.508754","      92.946621","   17247.260070"
"Investor owned utility","San Diego Gas and Electric Company","1999","     239.374923","    7569.937362","    1543.080352","    1807.315400","     207.396952","    6452.271180","      93.396801","   17912.772970"
"Investor owned utility","San Diego Gas and Electric Company","2000","     152.566523","    8489.442707","    1686.840930","    1843.249235","     143.270605","    6512.110000","      95.920000","   18923.400000"
"Investor owned utility","San Diego Gas and Electric Company","2001","     233.172605","    7488.176686","    1627.280252","    1696.949314","     200.045963","    6115.361730","      98.080000","   17459.066550"
"Investor owned utility","San Diego Gas and Electric Company","2002","     232.384888","    7699.937886","    1573.774621","    1591.940538","     225.135654","    6325.486220","      95.690000","   17744.349807"
"Investor owned utility","San Diego Gas and Electric Company","2003","     227.802249","    7993.110101","    1583.835380","    1516.295591","     207.084447","    6744.820000","     105.310000","   18378.257768"
"Investor owned utility","San Diego Gas and Electric Company","2004","     251.818145","    8528.084727","    1576.510813","    1542.935393","     176.110921","    7074.340000","     101.930000","   19251.729999"
"Investor owned utility","San Diego Gas and Electric Company","2005","     254.784016","    8499.312647","    1575.036085","    1504.302328","     170.484600","    7104.620000","     104.720000","   19213.259676"
"Investor owned utility","San Diego Gas and Electric Company","2006","     312.422423","    8861.816960","    1663.522813","    1484.284714","     189.179441","    7522.100000","     107.510000","   20140.836351"
"Investor owned utility","San Diego Gas and Electric Company                ","2007","     334.916760","    8816.761047","    1727.384812","    1478.610406","     202.729547","    7539.024340","     176.470217","   20275.897129"
"Investor owned utility                            ","San Diego Gas and Electric Company                                                                  ","2008","     321.406460","    9048.939948","    1696.516195","    1491.930380","     196.324330","    7715.539150","     173.816900","   20644.473363"
"Investor owned utility","San Diego Gas and Electric Company                ","2009","     314.935553","    8678.021775","    1799.620502","    1374.655029","     173.263496","    7588.390232","     177.890286","   20106.776873"
"Investor owned utility","Sierra Pacific Power Company","1990","      12.460081","     149.649921","      29.737832","       4.656164","       3.742137","     225.344303","       0.782947","     426.373385"
"Investor owned utility","Sierra Pacific Power Company","1991","      11.934461","     161.970968","      28.642821","       5.353042","       5.325776","     228.653612","       0.789311","     442.669991"
"Investor owned utility","Sierra Pacific Power Company","1992","      13.641155","     173.729918","      27.840568","       3.659150","       3.215561","     225.785561","       0.783023","     448.654936"
"Investor owned utility","Sierra Pacific Power Company","1993","      14.479699","     183.867171","      28.831566","       4.731464","       2.939506","     242.028014","       0.194661","     477.072081"
"Investor owned utility","Sierra Pacific Power Company","1994","      15.535847","     195.687827","      26.254037","       3.848402","       1.911585","     237.515599","       0.000000","     480.753297"
"Investor owned utility","Sierra Pacific Power Company","1995","      14.002028","     186.865050","      29.923967","       3.575616","       2.506548","     240.784184","       0.000000","     477.657393"
"Investor owned utility","Sierra Pacific Power Company","1996","      14.306112","     148.504900","      34.780030","       3.157362","       2.565354","     214.811519","       0.000000","     418.125277"
"Investor owned utility","Sierra Pacific Power Company","1997","      13.378492","     159.170776","      39.967690","       2.827158","       3.029238","     245.952115","       0.000000","     464.325469"
"Investor owned utility","Sierra Pacific Power Company","1998","      15.170691","     203.617709","      40.058347","       2.639234","       2.547472","     241.765592","       0.000000","     505.799045"
"Investor owned utility","Sierra Pacific Power Company","1999","      14.364945","     203.655714","      39.326681","       2.938116","       2.737196","     251.553333","       0.000000","     514.575985"
"Investor owned utility","Sierra Pacific Power Company","2000","      10.802822","     165.560000","      34.130000","       2.186536","       2.010000","     252.360000","       0.000000","     467.049358"
"Investor owned utility","Sierra Pacific Power Company","2001","      15.201570","     203.110000","      39.550000","       2.014111","       2.120000","     247.480000","       0.000000","     509.475681"
"Investor owned utility","Sierra Pacific Power Company","2002","      14.950000","     205.380000","      39.850000","       1.811066","       2.850000","     254.910000","       0.000000","     519.751066"
"Investor owned utility","Sierra Pacific Power Company","2003","      13.650000","     219.280000","      43.209205","       1.252442","       2.560000","     255.480000","       0.000000","     535.431647"
"Investor owned utility","Sierra Pacific Power Company","2004","      14.920000","     222.000000","      32.550000","       0.286359","       2.510000","     266.680000","       0.100000","     539.046359"
"Investor owned utility","Sierra Pacific Power Company","2005","      12.592529","     215.950000","      35.239931","       0.208475","       3.170000","     264.050000","       0.420000","     531.630935"
"Investor owned utility","Sierra Pacific Power Company","2006","      14.120300","     219.240000","      32.661556","       0.629745","       8.750000","     266.550000","       0.420000","     542.371601"
"Investor owned utility                            ","Sierra Pacific Power Company                                                                        ","2007","      15.370951","     223.982166","      27.886122","       0.985973","      13.359414","     262.301563","       0.415887","     544.302076"
"Investor owned utility                            ","Sierra Pacific Power Company                                                                        ","2008","      12.376051","     217.437950","      28.514020","       0.800837","      12.859396","     262.250104","       0.416343","     534.654701"
"Investor owned utility","Sierra Pacific Power Company                                                                        ","2009","      11.419724","     210.590250","      28.254351","       1.570852","      16.733172","     266.034729","       0.418793","     535.021871"
"Investor owned utility","Southern California Edison Company","1990","    2686.013518","   22896.726611","    3517.674982","   15865.487478","    3059.594494","   22382.413797","     608.636961","   71016.547841"
"Investor owned utility","Southern California Edison Company","1991","    2493.571254","   22717.129907","    3485.863202","   15298.678174","    2922.249638","   21747.095777","     607.695806","   69272.283758"
"Investor owned utility","Southern California Edison Company","1992","    2547.904534","   23908.793340","    3682.504303","   15445.804844","    2698.418431","   22844.247341","     644.245157","   71771.917950"
"Investor owned utility","Southern California Edison Company","1993","    2408.643981","   23981.908934","    3584.580271","   15155.047068","    2627.061410","   22070.811001","     641.827997","   70469.880662"
"Investor owned utility","Southern California Edison Company","1994","    2712.441590","   24322.775096","    3471.187400","   15222.832173","    2456.180827","   22857.594000","     641.407974","   71684.419060"
"Investor owned utility","Southern California Edison Company","1995","    2461.506118","   24765.088709","    3615.019812","   15637.430286","    2670.963928","   22762.719480","     608.017517","   72520.745850"
"Investor owned utility","Southern California Edison Company","1996","    2558.493793","   25557.968530","    3600.481448","   16006.763678","    2772.606888","   23458.570718","     630.985338","   74585.870393"
"Investor owned utility","Southern California Edison Company","1997","    2692.097520","   26501.356795","    4164.390137","   16314.485902","    2916.453565","   23930.642652","     644.331463","   77163.758034"
"Investor owned utility","Southern California Edison Company","1998","    2006.508162","   28453.968576","    4122.036329","   14965.266444","    2571.648005","   24354.427987","     675.312600","   77149.168103"
"Investor owned utility","Southern California Edison Company","1999","    2151.730855","   28854.672618","    4157.838177","   16673.591273","    2160.088257","   24330.477989","     647.608500","   78976.007669"
"Investor owned utility","Southern California Edison Company","2000","    2716.930000","   31163.140000","    4407.950000","   17384.990000","    2683.410000","   26471.690000","     671.000000","   85499.110000"
"Investor owned utility","Southern California Edison Company","2001","    2708.602977","   29842.315426","    3642.600593","   15044.149608","    1546.712330","   24530.530130","     676.070000","   77990.981064"
"Investor owned utility","Southern California Edison Company","2002","    2855.940000","   30092.269743","    3506.069497","   15416.662475","    1419.680000","   25130.020000","     681.226230","   79101.867945"
"Investor owned utility","Southern California Edison Company","2003","    2667.020000","   32173.639707","    3704.950000","   13764.934436","    1418.140000","   26950.630000","     677.690000","   81357.004143"
"Investor owned utility","Southern California Edison Company","2004","    2917.770240","   32511.253180","    3775.630000","   14652.244706","    1971.520000","   27981.020000","     683.180000","   84492.618126"
"Investor owned utility","Southern California Edison Company","2005","    2694.520000","   32884.403262","    4353.707197","   14779.976283","    1977.310000","   28580.673208","     685.730000","   85956.319950"
"Investor owned utility","Southern California Edison Company","2006","    3037.750000","   34096.500160","    4352.932100","   14331.150845","    1955.130000","   30431.010350","     703.320000","   88907.793455"
"Investor owned utility","Southern California Edison Company                ","2007","    3332.792000","   33608.211760","    4431.447842","   14612.932391","    1982.314800","   29940.965014","     696.727000","   88605.390807"
"Investor owned utility                            ","Southern California Edison Company                                                                  ","2008","    3342.577515","   34754.839188","    4480.578785","   13941.541100","    2051.572099","   30743.545000","     694.106311","   90008.759998"
"Investor owned utility","Southern California Edison Company                                                                  ","2009","    3302.520390","   33546.733589","    4327.215437","   12136.020243","    1960.595979","   30046.635000","     529.110361","   85848.830999"
"Joint utility agency","Calaveras Public Power Agency","1990","       6.150627","       8.013934","       2.073542","       0.000000","       0.000000","       0.000000","       0.002313","      16.240416"
"Joint utility agency","Calaveras Public Power Agency","1991","       6.919585","       8.160195","       2.201205","       0.000000","       0.000000","       0.000000","       0.002306","      17.283291"
"Joint utility agency","Calaveras Public Power Agency","1992","       6.604996","       8.707574","       2.484589","       0.000000","       0.000000","       0.000000","       0.002423","      17.799582"
"Joint utility agency","Calaveras Public Power Agency","1993","       7.524611","       8.719140","       3.012919","       0.000000","       0.000000","       0.000000","       0.002295","      19.258965"
"Joint utility agency","Calaveras Public Power Agency","1994","       7.034424","       9.269029","       2.740993","       0.000000","       0.000000","       0.000000","       0.001788","      19.046234"
"Joint utility agency","Calaveras Public Power Agency","1995","       6.976193","       9.498328","       3.100376","       0.000000","       0.000000","       0.000000","       0.001629","      19.576526"
"Joint utility agency","Calaveras Public Power Agency","1996","       6.882939","      10.807768","       3.435402","       0.000000","       0.000000","       0.000000","       0.001811","      21.127920"
"Joint utility agency","Calaveras Public Power Agency","1997","       7.782667","      12.232476","       3.483782","       0.000000","       0.000000","       0.000000","       0.003915","      23.502840"
"Joint utility agency","Calaveras Public Power Agency","1998","       7.532722","      12.768907","       3.781611","       0.000000","       0.000000","       0.000000","       0.010205","      24.093445"
"Joint utility agency","Calaveras Public Power Agency","1999","       7.961686","      13.073902","       4.450774","       0.000000","       0.000000","       0.000000","       0.028033","      25.514395"
"Joint utility agency","Calaveras Public Power Agency","2000","       7.340000","      14.070000","       4.680000","       0.000000","       0.000000","       0.000000","       0.030000","      26.120000"
"Joint utility agency","Calaveras Public Power Agency","2001","       8.620000","      14.790000","       4.820000","       0.000000","       0.000000","       0.000000","       0.020000","      28.250000"
"Joint utility agency","Calaveras Public Power Agency","2002","       8.760000","      17.420000","       5.530000","       0.000000","       0.000000","       0.000000","       0.030000","      31.740000"
"Joint utility agency","Calaveras Public Power Agency","2003","       9.520000","      16.450000","       4.740000","       0.000000","       0.000000","       0.000000","       0.000000","      30.710000"
"Joint utility agency","Calaveras Public Power Agency","2004","      10.910000","      14.630000","       3.840000","       0.000000","       0.000000","       0.000000","       0.000000","      29.380000"
"Joint utility agency","Calaveras Public Power Agency","2005","       9.320000","      13.910000","       4.360000","       0.000000","       0.000000","       0.000000","       0.000000","      27.590000"
"Joint utility agency","Calaveras Public Power Agency","2006","      10.660000","      15.530000","       5.050000","       0.000000","       0.000000","       0.000000","       0.000000","      31.240000"
"Joint utility agency                              ","Calaveras Public Power Agency                                                                       ","2007","       9.894458","      14.550848","       4.685946","       0.000000","       0.000000","       0.000000","       0.000000","      29.131252"
"Joint utility agency                              ","Calaveras Public Power Agency                                                                       ","2008","      10.240027","      15.004986","       4.463584","       0.000000","       0.000000","       0.000000","       0.000000","      29.708597"
"Joint utility agency","Calaveras Public Power Agency                                                                       ","2009","      10.439407","      14.842823","       4.947732","       0.000000","       0.000000","       0.000000","       0.000000","      30.229962"
"Joint utility agency","Tuolumne County Public Power Agency","1990","       0.000000","      19.356831","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      19.356831"
"Joint utility agency","Tuolumne County Public Power Agency","1991","       0.000000","      18.732394","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      18.732394"
"Joint utility agency","Tuolumne County Public Power Agency","1992","       0.000000","      19.608115","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      19.608115"
"Joint utility agency","Tuolumne County Public Power Agency","1993","       0.000000","      21.315292","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      21.315292"
"Joint utility agency","Tuolumne County Public Power Agency","1994","       0.000000","      21.190487","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      21.190487"
"Joint utility agency","Tuolumne County Public Power Agency","1995","       0.000000","      21.670228","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      21.670228"
"Joint utility agency","Tuolumne County Public Power Agency","1996","       0.000000","      23.555582","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      23.555582"
"Joint utility agency","Tuolumne County Public Power Agency","1997","       0.000000","      26.041451","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      26.041451"
"Joint utility agency","Tuolumne County Public Power Agency","1998","       0.000000","      26.676155","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      26.676155"
"Joint utility agency","Tuolumne County Public Power Agency","1999","       0.000000","      27.321363","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      27.321363"
"Joint utility agency","Tuolumne County Public Power Agency","2000","       0.000000","      28.040000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      28.040000"
"Joint utility agency","Tuolumne County Public Power Agency","2001","       0.000000","      27.940000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      27.940000"
"Joint utility agency","Tuolumne County Public Power Agency","2002","       0.000000","      31.400000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      31.400000"
"Joint utility agency","Tuolumne County Public Power Agency","2003","       0.000000","      21.930000","       7.550000","       0.000000","       0.000000","       0.000000","       0.000000","      29.480000"
"Joint utility agency","Tuolumne County Public Power Agency","2004","       0.000000","      25.840000","       5.510000","       0.000000","       0.000000","       0.000000","       0.000000","      31.350000"
"Joint utility agency","Tuolumne County Public Power Agency","2005","       0.000000","      19.360000","       7.030000","       0.000000","       0.000000","       0.000000","       0.000000","      26.390000"
"Joint utility agency","Tuolumne County Public Power Agency","2006","       0.000000","      19.880000","       6.330000","       0.000000","       0.000000","       0.000000","       0.000000","      26.210000"
"Joint utility agency                              ","Tuolumne County Public Power Agency                                                                 ","2007","       0.000000","      20.157180","       6.985244","       0.000000","       0.000000","       0.000000","       0.000000","      27.142424"
"Joint utility agency                              ","Tuolumne County Public Power Agency                                                                 ","2008","       0.000000","      19.407325","       6.853421","       0.000000","       0.000000","       0.000000","       0.000000","      26.260746"
"Joint utility agency","Tuolumne County Public Power Agency                                                                 ","2009","       0.000000","      18.242534","       6.653590","       0.000000","       0.000000","       0.000000","       0.000000","      24.896124"
"Publicly owned utility","Azusa Light & Water","1990","       4.112401","      53.672617","       9.004819","      58.636874","       2.865891","      61.318332","       0.380032","     189.990966"
"Publicly owned utility","Azusa Light & Water","1991","       3.003507","      50.286616","       7.841140","      58.865770","       2.662319","      60.270033","       0.385893","     183.315278"
"Publicly owned utility","Azusa Light & Water","1992","       2.908818","      51.147162","       6.772284","      55.488889","       1.587599","      64.939818","       0.287713","     183.132283"
"Publicly owned utility","Azusa Light & Water","1993","       2.027608","      50.880474","       6.602994","      50.819703","       1.896640","      57.041172","       0.306685","     169.575276"
"Publicly owned utility","Azusa Light & Water","1994","       2.168812","      60.959485","       6.858816","      58.928597","       2.426440","      62.482208","       0.295015","     194.119373"
"Publicly owned utility","Azusa Light & Water","1995","       2.324344","      66.422721","       8.286478","      58.941111","       3.341346","      63.869498","       0.317140","     203.502638"
"Publicly owned utility","Azusa Light & Water","1996","       2.352212","      66.777451","       8.399221","      60.562275","       3.369357","      65.973053","       0.320943","     207.754512"
"Publicly owned utility","Azusa Light & Water","1997","       2.320392","      77.166768","       8.136121","      56.693332","       3.831957","      69.914323","       0.314544","     218.377437"
"Publicly owned utility","Azusa Light & Water","1998","       1.932553","      89.230606","       8.486100","      66.894653","       8.508723","      70.491040","       0.308223","     245.851898"
"Publicly owned utility","Azusa Light & Water","1999","       2.301457","      92.934166","       9.620716","      60.551562","      18.094139","      64.920845","       0.194934","     248.617819"
"Publicly owned utility","Azusa Light & Water","2000","       2.530000","     104.690000","      10.919890","      64.307938","      19.030000","      69.650000","       0.220000","     271.347828"
"Publicly owned utility","Azusa Light & Water","2001","       2.340000","      91.270000","       9.573481","      57.330000","      13.110000","      66.940000","       0.190000","     240.753481"
"Publicly owned utility","Azusa Light & Water","2002","       2.130140","      91.550000","       9.692675","      52.690000","      15.980000","      67.180000","       0.170000","     239.392815"
"Publicly owned utility","Azusa Light & Water","2003","       4.460000","      30.490000","       2.046727","      33.900000","       1.510000","      69.130000","       0.050000","     141.586727"
"Publicly owned utility","Azusa Light & Water","2004","       9.360000","      74.819057","       5.100000","      82.520000","       3.120000","      75.060000","       0.000000","     249.979057"
"Publicly owned utility","Azusa Light & Water","2005","       8.070000","      74.820000","       4.520000","      86.000000","       2.760000","      74.880000","       0.000000","     251.050000"
